% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
3.53	1	1	354	1	1	2	573
3.531	1	1	354	2	1	2	573
3.532	1	1	354	3	1	2	573
3.533	1	1	354	4	1	2	573
3.534	1	1	354	5	1	2	573
3.535	1	1	354	6	1	0	349
3.536	1	1	354	7	1	0	349
3.537	1	1	354	8	1	0	349
3.538	1	1	354	9	1	0	349
3.601	1	1	361	2	1	2	573
3.602	1	1	361	3	1	2	573
3.603	1	1	361	4	1	2	573
3.604	1	1	361	5	1	2	573
3.605	1	1	361	6	1	2	573
3.606	1	1	361	7	1	2	573
3.607	1	1	361	8	1	2	573
3.608	1	1	361	9	1	2	573
3.609	1	1	361	10	1	2	573
3.61	1	1	362	1	1	2	573
3.611	1	1	362	2	1	2	573
3.612	1	1	362	3	1	2	573
3.613	1	1	362	4	1	2	573
3.614	1	1	362	5	1	2	573
3.615	1	1	362	6	1	2	573
3.616	1	1	362	7	1	4	903
3.617	1	1	362	8	1	4	903
3.618	1	1	362	9	1	4	903
3.619	1	1	362	10	1	4	903
3.62	1	1	363	1	1	4	903
3.621	1	1	363	2	1	4	903
3.622	1	1	363	3	1	4	903
3.623	1	1	363	4	1	4	903
3.624	1	1	363	5	1	4	903
3.625	1	1	363	6	1	6	1287
3.626	1	1	363	7	1	6	1287
3.627	1	1	363	8	1	6	1287
3.628	1	1	363	9	1	6	1287
3.629	1	1	363	10	1	6	1287
3.63	1	1	364	1	1	6	1287
3.631	1	1	364	2	1	6	1287
3.632	1	1	364	3	1	6	1287
3.633	1	1	364	4	1	6	1287
3.634	1	1	364	5	1	6	1287
3.635	1	1	364	6	1	6	1287
3.636	1	1	364	7	1	6	1287
3.637	1	1	364	8	1	6	1287
3.638	1	1	364	9	1	6	1287
3.639	1	1	364	10	1	6	1287
3.64	1	1	365	1	1	6	1287
3.641	1	1	365	2	1	6	1287
3.642	1	1	365	3	1	6	1287
3.643	1	1	365	4	1	6	1287
3.644	1	1	365	5	1	6	1287
3.645	1	1	365	6	1	6	1287
3.646	1	1	365	7	1	4	903
3.647	1	1	365	8	1	4	903
3.648	1	1	365	9	1	4	903
3.649	1	1	365	10	1	4	903
3.65	1	1	366	1	1	4	903
3.651	1	1	366	2	1	4	903
3.652	1	1	366	3	1	4	903
3.653	1	1	366	4	1	4	903
3.654	1	1	366	5	1	4	903
3.655	1	1	366	6	1	2	573
3.656	1	1	366	7	1	2	573
3.657	1	1	366	8	1	2	573
3.658	1	1	366	9	1	2	573
3.659	1	1	366	10	1	2	573
3.66	1	1	367	1	1	2	573
3.661	1	1	367	2	1	0	349
3.662	1	1	367	3	1	0	349
3.663	1	1	367	4	1	0	349
3.664	1	1	367	5	1	0	349
3.665	1	1	367	6	1	0	349
3.666	1	1	367	7	1	0	349
3.667	1	1	367	8	1	0	349
3.801	1	1	381	2	1	0	349
3.802	1	1	381	3	1	0	349
3.803	1	1	381	4	1	0	349
3.804	1	1	381	5	1	0	349
3.805	1	1	381	6	1	0	349
3.806	1	1	381	7	1	0	349
3.807	1	1	381	8	1	0	349
3.808	1	1	381	9	1	0	349
3.809	1	1	381	10	1	0	349
3.81	1	1	382	1	1	0	349
3.811	1	1	382	2	1	0	349
3.812	1	1	382	3	1	0	349
3.813	1	1	382	4	1	0	349
3.814	1	1	382	5	1	0	349
3.815	1	1	382	6	1	0	349
3.816	1	1	382	7	1	0	349
3.817	1	1	382	8	1	0	349
3.818	1	1	382	9	1	0	349
3.819	1	1	382	10	1	0	349
3.82	1	1	383	1	1	0	349
3.821	1	1	383	2	1	0	349
3.822	1	1	383	3	1	0	349
3.823	1	1	383	4	1	0	349
3.824	1	1	383	5	1	0	349
3.825	1	1	383	6	1	2	573
3.826	1	1	383	7	1	0	349
3.827	1	1	383	8	1	0	349
3.828	1	1	383	9	1	0	349
3.829	1	1	383	10	1	0	349
3.921	1	1	393	2	1	2	573
3.922	1	1	393	3	1	2	573
3.923	1	1	393	4	1	2	573
3.924	1	1	393	5	1	2	573
3.925	1	1	393	6	1	2	573
3.926	1	1	393	7	1	2	573
3.927	1	1	393	8	1	2	573
3.928	1	1	393	9	1	2	573
3.929	1	1	393	10	1	2	573
3.93	1	1	394	1	1	2	573
3.931	1	1	394	2	1	2	573
3.932	1	1	394	3	1	2	573
3.933	1	1	394	4	1	2	573
3.934	1	1	394	5	1	2	573
3.935	1	1	394	6	1	2	573
3.936	1	1	394	7	1	4	903
3.937	1	1	394	8	1	4	903
3.938	1	1	394	9	1	4	903
3.939	1	1	394	10	1	4	903
3.94	1	1	395	1	1	4	903
3.941	1	1	395	2	1	4	903
3.942	1	1	395	3	1	4	903
3.943	1	1	395	4	1	4	903
3.944	1	1	395	5	1	4	903
3.945	1	1	395	6	1	4	903
3.946	1	1	395	7	1	4	903
3.947	1	1	395	8	1	4	903
3.948	1	1	395	9	1	4	903
3.949	1	1	395	10	1	4	903
3.95	1	1	396	1	1	2	573
3.951	1	1	396	2	1	2	573
3.952	1	1	396	3	1	2	573
3.953	1	1	396	4	1	2	573
3.954	1	1	396	5	1	2	573
3.955	1	1	396	6	1	2	573
3.956	1	1	396	7	1	0	349
3.957	1	1	396	8	1	0	349
4.201	1	1	421	2	1	0	349
4.202	1	1	421	3	1	0	349
4.203	1	1	421	4	1	0	349
4.204	1	1	421	5	1	0	349
4.205	1	1	421	6	1	0	349
4.206	1	1	421	7	1	0	349
4.207	1	1	421	8	1	0	349
4.281	1	1	429	2	1	0	349
4.282	1	1	429	3	1	0	349
4.283	1	1	429	4	1	0	349
4.284	1	1	429	5	1	0	349
4.285	1	1	429	6	1	0	349
4.286	1	1	429	7	1	0	349
4.287	1	1	429	8	1	0	349
4.288	1	1	429	9	1	2	573
4.289	1	1	429	10	1	2	573
4.29	1	1	430	1	1	4	903
4.291	1	1	430	2	1	4	903
4.292	1	1	430	3	1	4	903
4.293	1	1	430	4	1	4	903
4.294	1	1	430	5	1	4	903
4.295	1	1	430	6	1	4	903
4.296	1	1	430	7	1	4	903
4.297	1	1	430	8	1	4	903
4.298	1	1	430	9	1	4	903
4.299	1	1	430	10	1	6	1287
4.3	1	1	431	1	1	6	1287
4.301	1	1	431	2	1	6	1287
4.302	1	1	431	3	1	6	1287
4.303	1	1	431	4	1	6	1287
4.304	1	1	431	5	1	6	1287
4.305	1	1	431	6	1	6	1287
4.306	1	1	431	7	1	6	1287
4.307	1	1	431	8	1	6	1287
4.308	1	1	431	9	1	6	1287
4.309	1	1	431	10	1	6	1287
4.31	1	1	432	1	1	6	1287
4.311	1	1	432	2	1	6	1287
4.312	1	1	432	3	1	8	1764
4.313	1	1	432	4	1	8	1764
4.314	1	1	432	5	1	8	1764
4.315	1	1	432	6	1	8	1764
4.316	1	1	432	7	1	8	1764
4.317	1	1	432	8	1	8	1764
4.318	1	1	432	9	1	8	1764
4.319	1	1	432	10	1	8	1764
4.32	1	1	433	1	1	8	1764
4.321	1	1	433	2	1	8	1764
4.322	1	1	433	3	1	8	1764
4.323	1	1	433	4	1	8	1764
4.324	1	1	433	5	1	8	1764
4.325	1	1	433	6	1	8	1764
4.326	1	1	433	7	1	8	1764
4.327	1	1	433	8	1	8	1764
4.328	1	1	433	9	1	8	1764
4.329	1	1	433	10	1	8	1764
4.33	1	1	434	1	1	8	1764
4.331	1	1	434	2	1	8	1764
4.332	1	1	434	3	1	8	1764
4.333	1	1	434	4	1	8	1764
4.334	1	1	434	5	1	6	1287
4.335	1	1	434	6	1	6	1287
4.336	1	1	434	7	1	6	1287
4.337	1	1	434	8	1	6	1287
4.338	1	1	434	9	1	6	1287
4.339	1	1	434	10	1	6	1287
4.34	1	1	435	1	1	6	1287
4.341	1	1	435	2	1	6	1287
4.342	1	1	435	3	1	6	1287
4.343	1	1	435	4	1	6	1287
4.344	1	1	435	5	1	4	903
4.345	1	1	435	6	1	4	903
4.346	1	1	435	7	1	4	903
4.347	1	1	435	8	1	4	903
4.348	1	1	435	9	1	4	903
4.349	1	1	435	10	1	2	573
4.35	1	1	436	1	1	2	573
4.351	1	1	436	2	1	2	573
4.352	1	1	436	3	1	2	573
4.353	1	1	436	4	1	0	349
4.354	1	1	436	5	1	0	349
4.521	1	1	453	2	1	4	903
4.522	1	1	453	3	1	4	903
4.523	1	1	453	4	1	4	903
4.524	1	1	453	5	1	4	903
4.525	1	1	453	6	1	4	903
4.526	1	1	453	7	1	4	903
4.527	1	1	453	8	1	4	903
4.528	1	1	453	9	1	4	903
4.529	1	1	453	10	1	4	903
4.53	1	1	454	1	1	4	903
4.531	1	1	454	2	1	4	903
4.532	1	1	454	3	1	4	903
4.533	1	1	454	4	1	4	903
4.534	1	1	454	5	1	4	903
4.535	1	1	454	6	1	4	903
4.536	1	1	454	7	1	4	903
4.537	1	1	454	8	1	4	903
4.538	1	1	454	9	1	4	903
4.539	1	1	454	10	1	4	903
4.54	1	1	455	1	1	4	903
4.541	1	1	455	2	1	4	903
4.542	1	1	455	3	1	4	903
4.543	1	1	455	4	1	4	903
4.544	1	1	455	5	1	4	903
4.545	1	1	455	6	1	4	903
4.546	1	1	455	7	1	4	903
4.547	1	1	455	8	1	4	903
4.548	1	1	455	9	1	4	903
4.549	1	1	455	10	1	4	903
4.55	1	1	456	1	1	4	903
4.551	1	1	456	2	1	4	903
4.552	1	1	456	3	1	4	903
4.553	1	1	456	4	1	4	903
4.554	1	1	456	5	1	4	903
4.555	1	1	456	6	1	4	903
4.556	1	1	456	7	1	4	903
4.557	1	1	456	8	1	4	903
4.558	1	1	456	9	1	4	903
4.559	1	1	456	10	1	4	903
4.56	1	1	457	1	1	4	903
4.561	1	1	457	2	1	4	903
4.562	1	1	457	3	1	4	903
4.563	1	1	457	4	1	4	903
4.564	1	1	457	5	1	4	903
4.565	1	1	457	6	1	4	903
4.566	1	1	457	7	1	4	903
4.567	1	1	457	8	1	4	903
4.568	1	1	457	9	1	4	903
4.569	1	1	457	10	1	4	903
4.57	1	1	458	1	1	4	903
4.571	1	1	458	2	1	4	903
4.572	1	1	458	3	1	4	903
4.573	1	1	458	4	1	4	903
4.574	1	1	458	5	1	4	903
4.575	1	1	458	6	1	4	903
4.576	1	1	458	7	1	4	903
4.577	1	1	458	8	1	4	903
4.578	1	1	458	9	1	4	903
4.579	1	1	458	10	1	4	903
4.58	1	1	459	1	1	4	903
4.581	1	1	459	2	1	4	903
4.582	1	1	459	3	1	4	903
4.583	1	1	459	4	1	4	903
4.584	1	1	459	5	1	4	903
4.585	1	1	459	6	1	4	903
4.586	1	1	459	7	1	4	903
4.587	1	1	459	8	1	4	903
4.588	1	1	459	9	1	2	573
4.589	1	1	459	10	1	2	573
4.59	1	1	460	1	1	2	573
4.591	1	1	460	2	1	2	573
4.592	1	1	460	3	1	2	573
4.593	1	1	460	4	1	2	573
4.594	1	1	460	5	1	0	349
4.595	1	1	460	6	1	0	349
4.596	1	1	460	7	1	0	349
4.597	1	1	460	8	1	0	349
4.921	1	1	493	2	1	0	349
4.922	1	1	493	3	1	0	349
4.923	1	1	493	4	1	0	349
4.924	1	1	493	5	1	0	349
4.925	1	1	493	6	1	0	349
4.926	1	1	493	7	1	0	349
4.927	1	1	493	8	1	0	349
5.041	1	1	505	2	1	0	349
5.042	1	1	505	3	1	0	349
5.043	1	1	505	4	1	0	349
5.044	1	1	505	5	1	0	349
5.045	1	1	505	6	1	0	349
