% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi
1933	1	1	1	0	2	573	0	1
1934	1	1	1	0	4	903	0	1
1935	1	1	1	0	4	903	0	1
1936	1	1	1	0	4	903	0	1
1937	1	1	1	0	4	903	0	1
1938	1	1	1	0	4	903	0	1
1939	1	1	1	0	4	903	0	1
1940	1	1	1	0	4	903	0	1
1941	1	1	1	0	4	903	0	1
1942	1	1	1	0	4	903	0	1
1943	1	1	1	0	4	903	0	1
1944	1	1	1	0	4	903	0	1
1945	1	1	1	0	4	903	0	1
1946	1	1	1	0	4	903	0	1
1947	1	1	1	0	4	903	0	1
1948	1	1	1	0	4	903	0	1
1949	1	1	1	0	4	903	0	1
1950	1	1	1	0	4	903	0	1
1951	1	1	1	0	4	903	0	1
1952	1	1	1	0	4	903	0	1
1953	1	1	1	0	4	903	0	1
1954	1	1	1	0	4	903	0	1
1955	1	1	1	0	4	903	0	1
1956	1	1	1	0	4	903	0	1
1957	1	1	1	0	4	903	0	1
1958	1	1	1	0	4	903	0	1
1959	1	1	1	0	4	903	0	1
1960	1	1	1	0	4	903	0	1
1961	1	1	1	0	4	903	0	1
1962	1	1	1	0	4	903	0	1
1963	1	1	1	0	4	903	0	1
1964	1	1	1	0	4	903	0	1
1965	1	1	1	0	4	903	0	1
1966	1	1	1	0	4	903	0	1
1967	1	1	1	0	2	573	0	1
1968	1	1	1	0	2	573	0	1
1969	1	1	1	0	2	573	0	1
1970	1	1	1	0	2	573	0	1
1971	1	1	1	0	2	573	0	1
1972	1	1	1	0	2	573	0	1
1973	1	1	1	0	2	573	0	1
1974	1	1	1	0	2	573	0	1
1975	1	1	1	0	2	573	0	1
1976	1	1	1	0	2	573	0	1
1977	1	1	1	0	2	573	0	1
1978	1	1	1	0	2	573	0	1
1979	1	1	1	0	2	573	0	1
1980	1	1	1	0	2	573	0	1
1981	1	1	1	0	2	573	0	1
1982	1	1	1	0	2	573	0	1
1983	1	1	1	0	0	349	0	1
1984	1	1	1	0	0	349	0	1
1985	1	1	1	0	0	349	0	1
1986	1	1	1	0	0	349	0	1
2487	1	1	1	0	2	573	0	1
2488	1	1	1	0	2	573	0	1
2489	1	1	1	0	2	573	0	1
2490	1	1	1	0	2	573	0	1
2491	1	1	1	0	2	573	0	1
2492	1	1	1	0	2	573	0	1
2493	1	1	1	0	2	573	0	1
2494	1	1	1	0	0	349	0	1
2495	1	1	1	0	0	349	0	1
2496	1	1	1	0	0	349	0	1
2497	1	1	1	0	0	349	0	1
2498	1	1	1	0	0	349	0	1
2567	1	1	1	0	2	573	0	1
2568	1	1	1	0	2	573	0	1
2569	1	1	1	0	2	573	0	1
2570	1	1	1	0	2	573	0	1
2571	1	1	1	0	2	573	0	1
2572	1	1	1	0	2	573	0	1
2573	1	1	1	0	2	573	0	1
2574	1	1	1	0	2	573	0	1
2575	1	1	1	0	2	573	0	1
2576	1	1	1	0	2	573	0	1
2577	1	1	1	0	2	573	0	1
2578	1	1	1	0	2	573	0	1
2579	1	1	1	0	2	573	0	1
2580	1	1	1	0	2	573	0	1
2581	1	1	1	0	2	573	0	1
2582	1	1	1	0	2	573	0	1
2583	1	1	1	0	2	573	0	1
2584	1	1	1	0	2	573	0	1
2585	1	1	1	0	0	349	0	1
2586	1	1	1	0	0	349	0	1
2587	1	1	1	0	0	349	0	1
2767	1	1	1	0	2	573	0	1
2768	1	1	1	0	2	573	0	1
2769	1	1	1	0	2	573	0	1
2770	1	1	1	0	2	573	0	1
2771	1	1	1	0	2	573	0	1
2772	1	1	1	0	2	573	0	1
2773	1	1	1	0	2	573	0	1
2774	1	1	1	0	4	903	0	1
2775	1	1	1	0	4	903	0	1
2776	1	1	1	0	6	1287	0	1
2777	1	1	1	0	6	1287	0	1
2778	1	1	1	0	6	1287	0	1
2779	1	1	1	0	6	1287	0	1
2780	1	1	1	0	6	1287	0	1
2781	1	1	1	0	6	1287	0	1
2782	1	1	1	0	6	1287	0	1
2783	1	1	1	0	6	1287	0	1
2784	1	1	1	0	6	1287	0	1
2785	1	1	1	0	6	1287	0	1
2786	1	1	1	0	4	903	0	1
2787	1	1	1	0	4	903	0	1
2788	1	1	1	0	4	903	0	1
2789	1	1	1	0	4	903	0	1
2790	1	1	1	0	4	903	0	1
2791	1	1	1	0	4	903	0	1
2792	1	1	1	0	4	903	0	1
2793	1	1	1	0	4	903	0	1
2794	1	1	1	0	4	903	0	1
2795	1	1	1	0	4	903	0	1
2796	1	1	1	0	4	903	0	1
2797	1	1	1	0	4	903	0	1
2798	1	1	1	0	4	903	0	1
2799	1	1	1	0	2	573	0	1
2800	1	1	1	0	2	573	0	1
2801	1	1	1	0	2	573	0	1
2802	1	1	1	0	2	573	0	1
2803	1	1	1	0	2	573	0	1
2804	1	1	1	0	0	349	0	1
2805	1	1	1	0	0	349	0	1
2806	1	1	1	0	0	349	0	1
3287	1	1	1	0	0	349	0	1
3288	1	1	1	0	0	349	0	1
3289	1	1	1	0	0	349	0	1
3290	1	1	1	0	0	349	0	1
3291	1	1	1	0	0	349	0	1
3292	1	1	1	0	0	349	0	1
3293	1	1	1	0	0	349	0	1
3367	1	1	1	0	0	349	0	1
3368	1	1	1	0	0	349	0	1
3369	1	1	1	0	0	349	0	1
3370	1	1	1	0	0	349	0	1
3371	1	1	1	0	0	349	0	1
3372	1	1	1	0	0	349	0	1
3373	1	1	1	0	0	349	0	1
3374	1	1	1	0	2	573	0	1
3375	1	1	1	0	4	903	0	1
3376	1	1	1	0	4	903	0	1
3377	1	1	1	0	4	903	0	1
3378	1	1	1	0	4	903	0	1
3379	1	1	1	0	4	903	0	1
3380	1	1	1	0	4	903	0	1
3381	1	1	1	0	4	903	0	1
3382	1	1	1	0	4	903	0	1
3383	1	1	1	0	4	903	0	1
3384	1	1	1	0	6	1287	0	1
3385	1	1	1	0	6	1287	0	1
3386	1	1	1	0	6	1287	0	1
3387	1	1	1	0	6	1287	0	1
3388	1	1	1	0	6	1287	0	1
3389	1	1	1	0	6	1287	0	1
3390	1	1	1	0	6	1287	0	1
3391	1	1	1	0	6	1287	0	1
3392	1	1	1	0	6	1287	0	1
3393	1	1	1	0	6	1287	0	1
3394	1	1	1	0	6	1287	0	1
3395	1	1	1	0	6	1287	0	1
3396	1	1	1	0	6	1287	0	1
3397	1	1	1	0	8	1764	0	1
3398	1	1	1	0	8	1764	0	1
3399	1	1	1	0	8	1764	0	1
3400	1	1	1	0	8	1764	0	1
3401	1	1	1	0	8	1764	0	1
3402	1	1	1	0	8	1764	0	1
3403	1	1	1	0	8	1764	0	1
3404	1	1	1	0	8	1764	0	1
3405	1	1	1	0	8	1764	0	1
3406	1	1	1	0	8	1764	0	1
3407	1	1	1	0	8	1764	0	1
3408	1	1	1	0	8	1764	0	1
3409	1	1	1	0	8	1764	0	1
3410	1	1	1	0	8	1764	0	1
3411	1	1	1	0	8	1764	0	1
3412	1	1	1	0	8	1764	0	1
3413	1	1	1	0	8	1764	0	1
3414	1	1	1	0	8	1764	0	1
3415	1	1	1	0	8	1764	0	1
3416	1	1	1	0	8	1764	0	1
3417	1	1	1	0	8	1764	0	1
3418	1	1	1	0	8	1764	0	1
3419	1	1	1	0	6	1287	0	1
3420	1	1	1	0	6	1287	0	1
3421	1	1	1	0	6	1287	0	1
3422	1	1	1	0	6	1287	0	1
3423	1	1	1	0	6	1287	0	1
3424	1	1	1	0	6	1287	0	1
3425	1	1	1	0	6	1287	0	1
3426	1	1	1	0	6	1287	0	1
3427	1	1	1	0	6	1287	0	1
3428	1	1	1	0	6	1287	0	1
3429	1	1	1	0	4	903	0	1
3430	1	1	1	0	4	903	0	1
3431	1	1	1	0	4	903	0	1
3432	1	1	1	0	4	903	0	1
3433	1	1	1	0	4	903	0	1
3434	1	1	1	0	2	573	0	1
3435	1	1	1	0	2	573	0	1
3436	1	1	1	0	2	573	0	1
3437	1	1	1	0	2	573	0	1
3438	1	1	1	0	0	349	0	1
3439	1	1	1	0	0	349	0	1
3527	1	1	1	0	0	349	0	1
3528	1	1	1	0	0	349	0	1
3529	1	1	1	0	0	349	0	1
3530	1	1	1	0	0	349	0	1
3531	1	1	1	0	0	349	0	1
3532	1	1	1	0	0	349	0	1
3533	1	1	1	0	0	349	0	1
3534	1	1	1	0	4	903	0	1
3535	1	1	1	0	2	573	0	1
3536	1	1	1	0	2	573	0	1
3537	1	1	1	0	2	573	0	1
3538	1	1	1	0	2	573	0	1
3539	1	1	1	0	2	573	0	1
3540	1	1	1	0	2	573	0	1
3541	1	1	1	0	0	349	0	1
3542	1	1	1	0	0	349	0	1
3543	1	1	1	0	0	349	0	1
3544	1	1	1	0	0	349	0	1
3607	1	1	1	0	2	573	0	1
3608	1	1	1	0	2	573	0	1
3609	1	1	1	0	2	573	0	1
3610	1	1	1	0	2	573	0	1
3611	1	1	1	0	2	573	0	1
3612	1	1	1	0	2	573	0	1
3613	1	1	1	0	2	573	0	1
3614	1	1	1	0	2	573	0	1
3615	1	1	1	0	2	573	0	1
3616	1	1	1	0	2	573	0	1
3617	1	1	1	0	2	573	0	1
3618	1	1	1	0	2	573	0	1
3619	1	1	1	0	2	573	0	1
3620	1	1	1	0	2	573	0	1
3621	1	1	1	0	2	573	0	1
3622	1	1	1	0	4	903	0	1
3623	1	1	1	0	4	903	0	1
3624	1	1	1	0	4	903	0	1
3625	1	1	1	0	4	903	0	1
3626	1	1	1	0	4	903	0	1
3627	1	1	1	0	4	903	0	1
3628	1	1	1	0	4	903	0	1
3629	1	1	1	0	4	903	0	1
3630	1	1	1	0	4	903	0	1
3631	1	1	1	0	6	1287	0	1
3632	1	1	1	0	6	1287	0	1
3633	1	1	1	0	6	1287	0	1
3634	1	1	1	0	6	1287	0	1
3635	1	1	1	0	6	1287	0	1
3636	1	1	1	0	6	1287	0	1
3637	1	1	1	0	6	1287	0	1
3638	1	1	1	0	6	1287	0	1
3639	1	1	1	0	6	1287	0	1
3640	1	1	1	0	6	1287	0	1
3641	1	1	1	0	6	1287	0	1
3642	1	1	1	0	6	1287	0	1
3643	1	1	1	0	6	1287	0	1
3644	1	1	1	0	6	1287	0	1
3645	1	1	1	0	6	1287	0	1
3646	1	1	1	0	6	1287	0	1
3647	1	1	1	0	6	1287	0	1
3648	1	1	1	0	6	1287	0	1
3649	1	1	1	0	6	1287	0	1
3650	1	1	1	0	6	1287	0	1
3651	1	1	1	0	6	1287	0	1
3652	1	1	1	0	4	903	0	1
3653	1	1	1	0	4	903	0	1
3654	1	1	1	0	4	903	0	1
3655	1	1	1	0	4	903	0	1
3656	1	1	1	0	4	903	0	1
3657	1	1	1	0	4	903	0	1
3658	1	1	1	0	4	903	0	1
3659	1	1	1	0	4	903	0	1
3660	1	1	1	0	4	903	0	1
3661	1	1	1	0	2	573	0	1
3662	1	1	1	0	2	573	0	1
3663	1	1	1	0	2	573	0	1
3664	1	1	1	0	2	573	0	1
3665	1	1	1	0	2	573	0	1
3666	1	1	1	0	2	573	0	1
3667	1	1	1	0	0	349	0	1
3668	1	1	1	0	0	349	0	1
3669	1	1	1	0	0	349	0	1
3670	1	1	1	0	0	349	0	1
3671	1	1	1	0	0	349	0	1
3672	1	1	1	0	0	349	0	1
3673	1	1	1	0	0	349	0	1
3807	1	1	1	0	0	349	0	1
3808	1	1	1	0	0	349	0	1
3809	1	1	1	0	0	349	0	1
3810	1	1	1	0	0	349	0	1
3811	1	1	1	0	0	349	0	1
3812	1	1	1	0	0	349	0	1
3813	1	1	1	0	0	349	0	1
3814	1	1	1	0	0	349	0	1
3815	1	1	1	0	0	349	0	1
3816	1	1	1	0	0	349	0	1
3817	1	1	1	0	0	349	0	1
3818	1	1	1	0	0	349	0	1
3819	1	1	1	0	0	349	0	1
3820	1	1	1	0	0	349	0	1
3821	1	1	1	0	0	349	0	1
3822	1	1	1	0	0	349	0	1
3823	1	1	1	0	0	349	0	1
3824	1	1	1	0	0	349	0	1
3825	1	1	1	0	0	349	0	1
3826	1	1	1	0	0	349	0	1
3827	1	1	1	0	0	349	0	1
3828	1	1	1	0	0	349	0	1
3829	1	1	1	0	0	349	0	1
3830	1	1	1	0	0	349	0	1
3831	1	1	1	0	2	573	0	1
3832	1	1	1	0	0	349	0	1
3833	1	1	1	0	0	349	0	1
3834	1	1	1	0	0	349	0	1
3835	1	1	1	0	0	349	0	1
